Company Name,Tier,Sub-Industry,Employees,Revenue,Locations,HQ,L&D Team Size,Key Signal,Qualification Summary,Relevant Tech Stack Detected,Competitor Platform,Why Now,News / Press Reference,Website Evidence,Website,Talking Points,Composite Score,FIT,SIGNALS,TIMING,Override,Year Founded,Ownership Type,Last Updated,Data Source Category,ZI_Company_ID,Exclusion Status
Continental Structural Plastics,,"Plastic, Packaging & Containers",2000,$576M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,29775071,Clean
Contour Optik,,Photographic & Optical Equipment,1664,$395M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,351471656,Clean
Cookunity,,Food & Beverage,2554,$908M,,,,,,,,,,,cookunity.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,406684666,Clean
Cool Cycles Ice Cream,,Food & Beverage,2554,$908M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,346460379,Clean
Cooper Electric,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,cooper-electric.com,,,,,,,1961,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,26545736,Clean
Cooper Lighting Solutions,,Electronics,2661,$636M,,,,,,,,,,,cooperlightingsolutions.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,26545700,Clean
CooperCompanies,,Medical Devices & Equipment,2495,$2.5B,,"San Ramon, CA",,,,,,,,,,,,,,,,1958,Public,2026-03-03,Multi-Source Enrichment + Estimated,345117534,Clean
CooperSurgical,,Medical Devices & Equipment,2495,$600M,,,,,,,,,,,coopersurgical.com,,,,,,,,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,9552326,Clean
CooperSurgical Fertility Solutions,,Medical Devices & Equipment,2495,$600M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,559786058,Clean
CooperVision,,Medical Devices & Equipment,2495,$600M,,Fairport,,,,,,,,,coopervision.com,,,,,,,1958,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,9552338,Clean
CoorsTek,,Glass & Clay,5000,$785M,,Tokyo,,,,,,,,,coorstek.com,,,,,,,2026,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,9552482,Clean
Copeland,,Appliances,2623,$796M,,,,,,,,,,,copeland.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,26578207,Clean
Corelle Brands,,Household Goods,1800,$1.0B,,,,,,,,,,,corellebrands.com,,,,,,,1991,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,347219087,Clean
Corn Products International,,Food & Beverage,2554,$908M,,,,,,,,,,,cornproducts.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,17025342,Clean
Cornelius,,Appliances,2623,$796M,,,,,,,,,,,cornelius.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,1141884297,Clean
Correct Craft,,Motor Vehicles,2704,$716M,,,,,,,,,,,correctcraft.com,,,,,,,1925,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,25906771,Clean
Corsair,,Computer Equipment & Peripherals,1743,$566M,,,,,,,,,,,corsair.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,29693197,Clean
Corza Medical,,Medical Devices & Equipment,2495,$500.0M,,,,,,,,,,,corza.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,534404100,Clean
Cotton Incorporated,,Textiles & Apparel,3200,$971M,,,,,,,,,,,cottonincorporated.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,13026142,Clean
Cottrell,,Motor Vehicles,2704,$716M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,29854049,Clean
County Materials,,Building Materials,588,$706M,,,,,,,,,,,countymaterials.com,,,,,,,1946,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,1108891514,Clean
Covidien,,Medical Devices & Equipment,2495,$600M,,Dublin,,,,,,,,,covidien.com,,,,,,,2007,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,69962263,Clean
CPG International,,Building Materials,2400,$706M,,,,,,,,,,,,,,,,,,1833,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,28217472,Clean
CPM Holdings,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,47141795,Clean
CPM Inland,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,cpminland.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,474399821,Clean
Craftsman,,"Hand, Power & Lawn-care Tools",3500,$1.4B,,,,,,,,,,,craftsman.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,9879802,Clean
Crane NXT,,Industrial Machinery & Equipment,5000,$3.4B,,"Waltham, MA",,,,,,,,,cranenxt.com,,,,,,,1855,Public,2026-03-03,Multi-Source Enrichment,566155960,Clean
Crate & Barrel,,Furniture,3050,$747M,,Chicago,,,,,,,,,,,,,,,,1962,Private,2026-03-03,Multi-Source Enrichment + Estimated,13862935,Clean
Creative Foam,,Furniture,3050,$747M,,,,,,,,,,,creativefoam.com,,,,,,,1969,,2026-03-03,Multi-Source Enrichment + Estimated,9913613,Clean
Cristal Metals,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,5000056932,Clean
Crop Service Center,,Agricultural,2141,$561M,,,,,,,,,,,cropservicecenter.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,30870777,Clean
Crown,,"Plastic, Packaging & Containers",2000,$11.7B,,"Tampa, FL",,,,,,,,,,,,,,,,,Public,2026-03-03,Multi-Source Enrichment + Estimated,25463366,Clean
Crown Bakeries,,Food & Beverage,2554,$908M,,,,,,,,,,,crownbakeries.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,547351566,Clean
Cruise,,Motor Vehicles,2704,$500.0B,,,,,,,,,,,cruise.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,359812597,Clean
Cryovac,,"Plastic, Packaging & Containers",2000,$576M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,10076862,Clean
Crystal Creamery,,Food & Beverage,10,$25.0M,,,,,,,,,,,crystalcreamery.com,,,,,,,1941,,2026-03-03,Multi-Source Enrichment,358756780,Clean
CSM Bakery Solutions,,Food & Beverage,2554,$908M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,372780801,Clean
CSM Instruments,,Test & Measurement Equipment,4400,$700M,,,,,,,,,,,csm-instruments.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,22562991,Clean
CSS Industries,,Industrial Machinery & Equipment,2100,$629M,,Philadelphia,,,,,,,,,,,,,,,,1923,Private,2026-03-03,Multi-Source Enrichment + Estimated,23810794,Clean
CSW Industrials,,Industrial Machinery & Equipment,2100,$878M,,"Dallas, TX",,,,,,,,,cswindustrials.com,,,,,,,,Public,2026-03-03,Multi-Source Enrichment + Estimated,370826515,Clean
CTB,,Agricultural,209,$17M,,Liepāja,,,,,,,,,,,,,,,,1998,SUBSIDIARY,2026-03-03,Multi-Source Enrichment,21137500,Clean
CTE,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,527840115,Clean
CTI Foods,,Food & Beverage,2554,$908M,,,,,,,,,,,ctifoods.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,28331938,Clean
"Ctr , Group",,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,37244371,Clean
Current,,Electronics,2661,$636M,,,,,,,,,,,current.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,566132459,Clean
Current,,Electronics,2661,$636M,,Tokyo,,,,,,,,,current-inc.jp,,,,,,,2007,,2026-03-03,Multi-Source Enrichment + Estimated,80594640,Clean
Current Powered By GE,,Electronics,2661,$636M,,,,,,,,,,,current.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,1133612651,Clean
CURT,,Automotive Parts,3200,$739M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,46404051,Clean
Curtis Instruments,,Test & Measurement Equipment,2270,$700M,,,,,,,,,,,curtisinstruments.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,25857666,Clean
Curtiss-Wright,,Aerospace & Defense,10000,$2.4B,,"Davidson, NC",,,,,,,,,curtisswright.com,,,,,,,1929,Public,2026-03-03,Multi-Source Enrichment,470741896,Clean
Curtiss-Wright,,Aerospace & Defense,9100,$3.5B,138,"Davidson, North Carolina",,,,,,,,,www.curtisswright.com,,,,,,,1929,PUBLIC,2026-02-25,ZoomInfo,1123140195,Clean
Curtiss-Wright Valve Group,,Aerospace & Defense,2692,$1.0B,,,,,,,,,,,curtisswright.com,,,,,,,1929,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,369712775,Clean
Custom Boxes Now,,"Plastic, Packaging & Containers",2000,$576M,,,,,,,,,,,customboxesnow.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,347954261,Clean
Custom Building Products,,Building Materials,615,$706M,,"Johns Creek, GA",,,,,,,,,custombuildingproducts.com,,,,,,,1964,SUBSIDIARY,2026-03-03,Multi-Source Enrichment + Estimated,28581453,Clean
Custom Built Products,,Building Materials,2400,$706M,,,,,,,,,,,custombuiltproducts.com,,,,,,,1980,,2026-03-03,Multi-Source Enrichment + Estimated,345568981,Clean
CVR Refining,,Energy,2901,$1.1B,,,,,,,,,,,,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,1101635061,Clean
Cyber Power Systems Inc,,Computer Equipment & Peripherals,1743,$566M,,,,,,,,,,,cyberpowersystems.com,,,,,,,1997,,2026-03-03,Multi-Source Enrichment + Estimated,565806727,Clean
CyberMart,,Electronics,2661,$636M,,,,,,,,,,,cybermart.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,1102791142,Clean
Cymer,,Electronics,2661,$636M,,,,,,,,,,,,,,,,,,1986,,2026-03-03,Multi-Source Enrichment + Estimated,10338482,Clean
Cynosure,,Medical Devices & Equipment,2495,$600M,,,,,,,,,,,cynosure.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,10338587,Clean
D&W Fine Pack,,"Plastic, Packaging & Containers",2000,$576M,,,,,,,,,,,dwfinepack.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,347646709,Clean
Daewoong Innovation Holdings,,Pharmaceuticals,2288,$716M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,1209547749,Clean
Dahua Technology,,Electronics,13608,$636M,,Hangzhou,,,,,,,,,dahuatechnology.com,,,,,,,2002,Private Equity,2026-03-03,Multi-Source Enrichment + Estimated,358437517,Clean
Daikin Applied,,Appliances,98000,$30.8B,,,,,,,,,,,daikinapplied.com,,,,,,,1933,SUBSIDIARY,2026-03-03,Multi-Source Enrichment,357858329,Clean
Daikin North America,,Appliances,2623,$796M,,,,,,,,,,,daikinnorthamerica.com,,,,,,,,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,565807430,Clean
Dakkota Integrated Systems,,Automotive Parts,3200,$739M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,31118439,Clean
DAR PRO Solutions,,Food & Beverage,2554,$908M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,559692686,Clean
dassoXTR,,Building Materials,2400,$706M,,,,,,,,,,,dassoxtr.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,348688453,Clean
Datamax-O'Neil,,Electronics,2661,$636M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,374948757,Clean
Datatronics,,Electronics,2661,$636M,,"Menifee, California",,,,,,,,,datatronics.com,,,,,,,1958,,2026-03-03,Multi-Source Enrichment + Estimated,10617494,Clean
Dayco,,Automotive Parts,3200,$739M,,Roseville,,,,,,,,,dayco.com,,,,,,,1905,,2026-03-03,Multi-Source Enrichment + Estimated,10683195,Clean
Dayco Products,,Automotive Parts,3200,$739M,,Roseville,,,,,,,,,dayco.com,,,,,,,1905,,2026-03-03,Multi-Source Enrichment + Estimated,1134071123,Clean
DBM Global,,Building Materials,2400,$706M,,,,,,,,,,,dbmglobal.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,353527500,Clean
Dean Foods,,Food & Beverage,2554,$908M,,Dallas,,,,,,,,,deanfoods.com,,,,,,,1925,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,10764387,Clean
Deckel Maho Gildemeister,,Industrial Machinery & Equipment,757,$4.8M,,,,,,,,,,,deckelmahogildemeister.com,,,,,,,1948,,2026-03-03,Multi-Source Enrichment,68930911,Clean
Deflecto,,"Plastic, Packaging & Containers",2000,$576M,,,,,,,,,,,deflecto.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,81151746,Clean
Degania Medical,,Medical Devices & Equipment,2495,$600M,,,,,,,,,,,degania-medical.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,10846342,Clean
Degasa Beauty,,"Cosmetics, Beauty Supply & Personal Care Products",3000,$942M,,,,,,,,,,,degasa.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,363631606,Clean
Deka Batteries,,Energy,2901,$1.1B,,"Ann Arbor, Michigan",,,,,,,,,dekabatteries.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,43109698,Clean
DEKKO,,Electronics,2661,$636M,,,,,,,,,,,dekko.com,,,,,,,1952,,2026-03-03,Multi-Source Enrichment + Estimated,10847048,Clean
Del Monte Foods,,Food & Beverage,2554,$908M,,San Francisco,,,,,,,,,delmontefoods.com,,,,,,,2020,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,15402779,Clean
Del-Jen,,Industrial Machinery & Equipment,2100,$995.0B,,,,,,,,,,,,,,,,,,2005,,2026-03-03,Multi-Source Enrichment + Estimated,27495977,Clean
Delta,,Electronics,2661,$636M,,,,,,,,,,,,,,,,,,1977,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,40064434,Clean
Delta Design,,Electronics,2661,$636M,,,,,,,,,,,delta-design.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,34393312,Clean
Delta Faucet,,Building Materials,2400,$815M,15,"Indianapolis, Indiana",,,,,,,,,www.deltafaucet.com,,,,,,,1954,PRIVATE,2026-02-25,ZoomInfo,1213882288,Clean
Demand Detroit,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,demanddetroit.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,371608388,Clean
Denon,,Electronics,2661,$636M,,Kawasaki,,,,,,,,,denon.com,,,,,,,1910,SUBSIDIARY,2026-03-03,Multi-Source Enrichment + Estimated,41524155,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Dentsply Implants North America,,Medical Devices & Equipment,2495,$600M,,,,,,,,,,,,,,,,,,2016,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,547130291,Clean
Denza,,Automotive Parts,3200,$739M,,Shenzhen,,,,,,,,,tengshiauto.com,,,,,,,2010,Private,2026-03-03,Multi-Source Enrichment + Estimated,357668275,Clean
DePuy Synthes,,Medical Devices & Equipment,2495,$600M,,,,,,,,,,,,,,,,,,1895,SUBSIDIARY,2026-03-03,Multi-Source Enrichment + Estimated,1154038392,Clean
Designtex,,Textiles & Apparel,3200,$971M,,,,,,,,,,,designtex.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,28020054,Clean
Dessert Holdings,,Food & Beverage,2554,$908M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,88835099,Clean
Destination Maternity,,Textiles & Apparel,3200,$971M,,,,,,,,,,,,,,,,,,,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,30937307,Clean
Detroit Diesel,,Motor Vehicles,2704,$716M,,Detroit,,,,,,,,,demanddetroit.com,,,,,,,1938,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,71011433,Clean
Deublin Company,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,deublin.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,15566136,Clean
Deufol,,"Plastic, Packaging & Containers",2700,$576M,,Hofheim am Taunus,,,,,,,,,deufol.com,,,,,,,1998,,2026-03-03,Multi-Source Enrichment + Estimated,348780035,Clean
DEWALT,,"Hand, Power & Lawn-care Tools",3500,$1.4B,,,,,,,,,,,,,,,,,,,SUBSIDIARY,2026-03-03,Multi-Source Enrichment + Estimated,565806691,Clean
DGS Retail,,Household Goods,3469,$1.0B,,,,,,,,,,,dgsretail.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,14959900,Clean
Diamond Foundry,,Industrial Machinery & Equipment,2100,$2.77B,,San Francisco,,,,,,,,,diamondfoundry.com,,,,,,,2015,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,1186233952,Clean
Dionex,,Test & Measurement Equipment,1500,$700M,,Sunnyvale,,,,,,,,,dionex.com,,,,,,,1975,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,11370972,Clean
Directed Photonics,,Electronics,2661,$636M,,"Vista, California",,,,,,,,,directed.com,,,,,,,1982,,2026-03-03,Multi-Source Enrichment + Estimated,32002331,Clean
Distribution Solutions Group,,Industrial Machinery & Equipment,2100,$1.8B,,"Fort Worth, TX",,,,,,,,,distributionsolutions.com,,,,,,,1952,Public,2026-03-03,Multi-Source Enrichment + Estimated,565373030,Clean
DivConq,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,345883637,Clean
dlhBOWLES,,Automotive Parts,3200,$739M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,371681892,Clean
Dobbs Equipment,,Industrial Machinery & Equipment,505,$629M,,,,,,,,,,,dobbsequipment.com,,,,,,,2017,,2026-03-03,Multi-Source Enrichment + Estimated,437500526,Clean
Dodge Industrial,,Motor Vehicles,2704,$716M,,,,,,,,,,,dodgeindustrial.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,566147615,Clean
Dole Packaged Foods,,Food & Beverage,2554,$908M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,402587785,Clean
Dolenio,,Pharmaceuticals,2288,$716M,,,,,,,,,,,dolenio.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,460863077,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
doTERRA,,Health & Nutrition Products,1707,$607M,,,,,,,,,,,doterra.com,,,,,,,,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,352472312,Clean
dow agro sciences,,Agricultural,2141,$561M,,,,,,,,,,,,,,,,,,,SUBSIDIARY,2026-03-03,Multi-Source Enrichment + Estimated,1114976077,Clean
Dow Corning,,Chemicals & Related Products,2997,$1.8B,,Wiesbaden,,,,,,,,,,,,,,,,1943,,2026-03-03,Multi-Source Enrichment + Estimated,75387797,Clean
Dragoco,,Chemicals & Related Products,2997,$1.8B,,Holzminden,,,,,,,,,dragoco.com,,,,,,,1919,Private,2026-03-03,Multi-Source Enrichment + Estimated,11796537,Clean
Drew Industries,,Industrial Machinery & Equipment,2100,$750.0M,,,,,,,,,,,drew.com,,,,,,,2008,,2026-03-03,Multi-Source Enrichment + Estimated,24661214,Clean
Driftwagon,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,driftwagon.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,346771763,Clean
Dril-Quip,,Industrial Machinery & Equipment,26,$629M,,,,,,,,,,,drilquip.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,17860320,Clean
DTS,,Electronics,5000,$636M,,,,,,,,,,,dts.com,,,,,,,1993,SUBSIDIARY,2026-03-03,Multi-Source Enrichment + Estimated,85771774,Clean
DuBois,,Chemicals & Related Products,2997,$1.8B,,,,,,,,,,,,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,11911517,Clean
Dunlee,,Medical Devices & Equipment,2495,$600M,,,,,,,,,,,,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,11960521,Clean
Dura-Line,,Building Materials,2400,$706M,,,,,,,,,,,duraline.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,24972191,Clean
Dura-Plas,,"Plastic, Packaging & Containers",2000,$576M,,,,,,,,,,,,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,5000019106,Clean
Dura-Shiloh,,Automotive Parts,3200,$739M,,,,,,,,,,,durashiloh.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,566152748,Clean
Duracell,,Electronics,3300,$1.0B,24,"Chicago, Illinois",,,,,,,,,www.duracell.com,,,,,,,1924,PRIVATE,2026-02-25,ZoomInfo,1269391502,Clean
Duravit,,Glass & Clay,3477,$785M,,Hornberg,,,,,,,,,duravit.com,,,,,,,1817,,2026-03-03,Multi-Source Enrichment + Estimated,11977171,Clean
Dynamic Appearance,,Automotive Parts,3200,$739M,,,,,,,,,,,dynamicappearance.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,371962252,Clean
Dynamic Industries,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,dynamic.com,,,,,,,1979,,2026-03-03,Multi-Source Enrichment + Estimated,1124856492,Clean
Dynamic Systems,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,dynamic-systems.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,28331443,Clean
Dynapac,,Industrial Machinery & Equipment,2100,$629M,,Karlskrona,,,,,,,,,dynapac.com,,,,,,,1934,Private,2026-03-03,Multi-Source Enrichment + Estimated,26838767,Clean
Dynasol,,Chemicals & Related Products,2997,$1.8B,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,1214706332,Clean
E-T-A,,Electronics,2661,$636M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,41013768,Clean
EADS North America Defense Test and Services,,Aerospace & Defense,2692,$1.0B,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,55057226,Clean
Eagle,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,eagle.com,,,,,,,1998,Private,2026-03-03,Multi-Source Enrichment + Estimated,346937751,Clean
Eagle Materials,,Building Materials,2400,$190M,,"Dallas, TX",,,,,,,,,eaglematerials.com,,,,,,,1963,Public,2026-03-03,Multi-Source Enrichment + Estimated,33753449,Clean
Eagle Ottawa,,Textiles & Apparel,164300,$971M,,,,,,,,,,,eagleottawa.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,33753533,Clean
Earthbound Farm,,Food & Beverage,2554,$908M,,,,,,,,,,,earthboundfarm.com,,,,,,,1984,SUBSIDIARY,2026-03-03,Multi-Source Enrichment + Estimated,27101632,Clean
East Balt,,Food & Beverage,2554,$908M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,37391230,Clean
East West Manufacturing,,Industrial Machinery & Equipment,2100,$6.0B,,Atlanta,,,,,,,,,eastwest.com,,,,,,,2025,,2026-03-03,Multi-Source Enrichment + Estimated,37492360,Clean
Easy Way Products,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,easywayproducts.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,38555614,Clean
EATALY,,Food & Beverage,2554,$908M,,,,,,,,,,,eataly.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,347582364,Clean
Eaze,,Food & Beverage,2554,$9.0M,,San Francisco,,,,,,,,,eaze.com,,,,,,,2014,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,373051964,Clean
Echelon Masonry,,Building Materials,2400,$10.3B,,,,,,,,,,,echelonmasonry.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,372976733,Clean
ECHO,,"Hand, Power & Lawn-care Tools",3500,$1.4B,,,,,,,,,,,echo.com,,,,,,,2005,,2026-03-03,Multi-Source Enrichment + Estimated,36655733,Clean
Eco Material,,Building Materials,2400,$706M,,,,,,,,,,,ecomaterial.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,565373991,Clean
ECOFLOW,,Electronics,2661,$636M,,,,,,,,,,,ecoflow.com,,,,,,,2017,,2026-03-03,Multi-Source Enrichment + Estimated,22546848,Clean
Econo-Pak,,"Plastic, Packaging & Containers",2000,$576M,,,,,,,,,,,econo-pak.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,348233101,Clean
Edsal Manufacturing,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,edsal.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,12452114,Clean
EFCO,,Building Materials,499,$706M,,,,,,,,,,,efco.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,89870047,Clean
EFCO,,Building Materials,499,$706M,,,,,,,,,,,efco.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,12517433,Clean
Efengee Electrical Supply,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,efengee.com,,,,,,,1919,,2026-03-03,Multi-Source Enrichment + Estimated,403113900,Clean
EG Industries,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,1947,,2026-03-03,Multi-Source Enrichment + Estimated,365944786,Clean
Ehrmann,,Food & Beverage,2554,$908M,,,,,,,,,,,ehrmann.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,347960192,Clean
Element Solutions,,Chemicals & Related Products,5300,$2.5B,21,"Fort Lauderdale, Florida",,,,,,,,,www.elementsolutionsinc.com,,,,,,,2013,PUBLIC,2026-02-25,ZoomInfo,23380629,Clean
Elementis Specialties,,Chemicals & Related Products,2997,$1.8B,,,,,,,,,,,elementisspecialties.com,,,,,,,,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,345551232,Clean
